person,gloss,tense,tense_translation,tense_base,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,object,object_translation,object_base,subject,subject_translation,subject_base,mode,mode_translation,mode_base,conjugation
,conj_pref-prs-NONE-wâpiVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,ewâpiyâhk
,conj_pref-prs-NONE-waniskaVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,ewaniskacik
,conj_pref-prs-NONE-waniskaVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,ewaniskayek
,conj_pref-prs-NONE-waniskaVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,ewaniskayahk
,conj_pref-prs-NONE-waniskaVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,ewaniskayâhk
,conj_pref-prs-NONE-nipaVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enipacik
,conj_pref-prs-NONE-nipaVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enipayek
,conj_pref-prs-NONE-nipaVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enipayahk
,conj_pref-prs-NONE-nipaVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enipayâhk
,conj_pref-prs-NONE-tapasiVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,etapasicik
,conj_pref-prs-NONE-tapasiVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,etapasiyek
,conj_pref-prs-NONE-tapasiVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,etapasiyahk
,conj_pref-prs-NONE-tapasiVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,etapasiyâhk
,conj_pref-prs-NONE-pimipahtaVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epimipahtacik
,conj_pref-prs-NONE-pimipahtaVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epimipahtayek
,conj_pref-prs-NONE-pimipahtaVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epimipahtayahk
,conj_pref-prs-NONE-pimipahtaVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epimipahtayâhk
,conj_pref-prs-NONE-nipawiVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enipawicik
,conj_pref-prs-NONE-nipawiVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enipawiyek
,conj_pref-prs-NONE-nipawiVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enipawiyahk
,conj_pref-prs-NONE-nipawiVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enipawiyâhk
,conj_pref-prs-NONE-nanâskomoVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enanâskomocik
,conj_pref-prs-NONE-nanâskomoVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enanâskomoyek
,conj_pref-prs-NONE-nanâskomoVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enanâskomoyahk
,conj_pref-prs-NONE-nanâskomoVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enanâskomoyâhk
,conj_pref-prs-NONE-apiVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,eapicik
,conj_pref-prs-NONE-apiVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,eapiyek
,conj_pref-prs-NONE-apiVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,eapiyahk
,conj_pref-prs-NONE-apiVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,eapiyâhk
,conj_pref-prs-NONE-mîcisoVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,emîcisocik
,conj_pref-prs-NONE-mîcisoVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,emîcisoyek
,conj_pref-prs-NONE-mîcisoVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,emîcisoyahk
,conj_pref-prs-NONE-mîcisoVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,emîcisoyâhk
3,3-prs-ati-mîciVTI-NI3sg-3PL-ind-,prs,present,-,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,atimîciwak
3,3-prs-ati-atawêVAIT-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atihatawêwak
3,3-prs-ati-mêtawêVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atimêtawêwak
3,3-prs-ati-wâpiVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atiwâpiwak
3,3-prs-ati-waniskaVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atiwaniskawak
3,3-prs-ati-nipaVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atinipawak
3,3-prs-ati-tapasiVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atitapasiwak
3,3-prs-ati-pimipahtaVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atipimipahtawak
3,3-prs-ati-nipawiVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atinipawiwak
3,3-prs-ati-nanâskomoVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atinanâskomowak
3,3-prs-ati-apiVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atihapiwak
3,3-prs-ati-mîcisoVAI-NONE-3PL-ind-,prs,present,-,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atimîcisowak
3,3-prs-nitawi-mîciVTI-NI3sg-3PL-ind-,prs,present,-,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,nitawimîciwak
3,3-prs-nitawi-atawêVAIT-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawihatawêwak
3,3-prs-nitawi-mêtawêVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawimêtawêwak
3,3-prs-nitawi-wâpiVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawiwâpiwak
3,3-prs-nitawi-waniskaVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawiwaniskawak
3,3-prs-nitawi-nipaVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawinipawak
3,3-prs-nitawi-tapasiVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawitapasiwak
3,3-prs-nitawi-pimipahtaVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawipimipahtawak
3,3-prs-nitawi-nipawiVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawinipawiwak
3,3-prs-nitawi-nanâskomoVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawinanâskomowak
3,3-prs-nitawi-apiVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawihapiwak
3,3-prs-nitawi-mîcisoVAI-NONE-3PL-ind-,prs,present,-,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nitawimîcisowak
3,3-prs-pe-mîciVTI-NI3sg-3PL-ind-,prs,present,-,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,pemîciwak
3,3-prs-pe-atawêVAIT-NONE-3PL-ind-,prs,present,-,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,peatawêwak
3,3-prs-pe-mêtawêVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,pemêtawêwak
3,3-prs-pe-wâpiVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,pewâpiwak
3,3-prs-pe-waniskaVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,pewaniskawak
3,3-prs-pe-nipaVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,penipawak
3,3-prs-pe-tapasiVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,petapasiwak
3,3-prs-pe-pimipahtaVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,pepimipahtawak
3,3-prs-pe-nipawiVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,penipawiwak
3,3-prs-pe-nanâskomoVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,penanâskomowak
3,3-prs-pe-apiVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,peapiwak
3,3-prs-pe-mîcisoVAI-NONE-3PL-ind-,prs,present,-,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,pemîcisowak
3,3-prs-NONE-mîciVTI-NI3sg-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,mîciwak
3,3-prs-NONE-atawêVAIT-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,atawêwak
3,3-prs-NONE-mêtawêVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,mêtawêwak
3,3-prs-NONE-wâpiVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,wâpiwak
3,3-prs-NONE-waniskaVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,waniskawak
3,3-prs-NONE-nipaVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nipawak
3,3-prs-NONE-tapasiVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,tapasiwak
3,3-prs-NONE-pimipahtaVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,pimipahtawak
3,3-prs-NONE-nipawiVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nipawiwak
3,3-prs-NONE-nanâskomoVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,nanâskomowak
3,3-prs-NONE-apiVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,apiwak
3,3-prs-NONE-mîcisoVAI-NONE-3PL-ind-,prs,present,-,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,mîcisowak
3,3-fut_def-ati-mîciVTI-NI3sg-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,kahatimîciwak
3,3-fut_def-ati-atawêVAIT-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatihatawêwak
3,3-fut_def-ati-mêtawêVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatimêtawêwak
3,3-fut_def-ati-wâpiVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatiwâpiwak
3,3-fut_def-ati-waniskaVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatiwaniskawak
3,3-fut_def-ati-nipaVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatinipawak
3,3-fut_def-ati-tapasiVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatitapasiwak
3,3-fut_def-ati-pimipahtaVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatipimipahtawak
3,3-fut_def-ati-nipawiVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatinipawiwak
3,3-fut_def-ati-nanâskomoVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatinanâskomowak
3,3-fut_def-ati-apiVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatihapiwak
3,3-fut_def-ati-mîcisoVAI-NONE-3PL-ind-,fut_def,future definite,ka,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatimîcisowak
3,3-fut_def-nitawi-mîciVTI-NI3sg-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,kanitawimîciwak
3,3-fut_def-nitawi-atawêVAIT-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawihatawêwak
3,3-fut_def-nitawi-mêtawêVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawimêtawêwak
3,3-fut_def-nitawi-wâpiVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawiwâpiwak
3,3-fut_def-nitawi-waniskaVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawiwaniskawak
3,3-fut_def-nitawi-nipaVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawinipawak
3,3-fut_def-nitawi-tapasiVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawitapasiwak
3,3-fut_def-nitawi-pimipahtaVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawipimipahtawak
3,3-fut_def-nitawi-nipawiVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawinipawiwak
3,3-fut_def-nitawi-nanâskomoVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawinanâskomowak
3,3-fut_def-nitawi-apiVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawihapiwak
3,3-fut_def-nitawi-mîcisoVAI-NONE-3PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kanitawimîcisowak
3,3-fut_def-pe-mîciVTI-NI3sg-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,kapemîciwak
3,3-fut_def-pe-atawêVAIT-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapeatawêwak
3,3-fut_def-pe-mêtawêVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapemêtawêwak
3,3-fut_def-pe-wâpiVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapewâpiwak
3,3-fut_def-pe-waniskaVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapewaniskawak
3,3-fut_def-pe-nipaVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapenipawak
3,3-fut_def-pe-tapasiVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapetapasiwak
3,3-fut_def-pe-pimipahtaVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapepimipahtawak
3,3-fut_def-pe-nipawiVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapenipawiwak
3,3-fut_def-pe-nanâskomoVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapenanâskomowak
3,3-fut_def-pe-apiVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapeapiwak
3,3-fut_def-pe-mîcisoVAI-NONE-3PL-ind-,fut_def,future definite,ka,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kapemîcisowak
3,3-fut_def-NONE-mîciVTI-NI3sg-3PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,ind,Independent,-,kamîciwak
3,3-fut_def-NONE-atawêVAIT-NONE-3PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,ind,Independent,-,kahatawêwak
